__version__;_id;_index;_submission_time;_uuid;_validation_status;able_to_observe_toilet;age_of_respondent;area;cant_access_money_for_toilet;cant_afford_toilet;cleaned_toilet;cleanliness_of_neighborhood;cleanliness_of_pan;cleanliness_of_slab;community;community_other;concerns_about_using_ctg_toilet;concerns_about_using_ctg_toilet_specify;container_replaced_freq_ctg;cost_per_month;cost_per_month_endline;cost_per_other;cost_per_use;cost_per_week;ctg_cleanliness;ctg_information_family;ctg_information_friend;ctg_information_neighbour;ctg_information_other;ctg_information_other_specify;ctg_information_salesagent;ctg_information_source;ctg_information_spouse;ctg_issues;ctg_issues_excessive_smell_when_open;ctg_issues_full;ctg_issues_leaking;ctg_issues_none;ctg_issues_smells_when_closed;ctg_recommendation;ctg_recommendation_family;ctg_recommendation_friend;ctg_recommendation_neighbour;ctg_recommendation_none;ctg_recommendation_other;ctg_recommendation_other_specify;customer.available.and.over.18;customer.willing.to.participate;date;dce1;dce10;dce11;dce12;dce13;dce14;dce15;dce16;dce2;dce3;dce4;dce5;dce6;dce7;dce8;dce9;development_priority_of_neighborhood;deviceid;displaytenant;district;door_lockable_inside;door_lockable_outside;electricity_situation;employment_type;ever_unable_to_use_ctg;ever_unable_to_use_ctg_specify;exclusion_from_toilet_usage;exclusion_from_toilet_usage_reason;fear_of_being_removed;female_<_5_years;female_>_1_8_years;female_5_1_8_years;fuel_used_for_cooking;functioning_toilet;functioning_toilet_isctg;handwashing_facility;highest_level_of_education;house_ownership;how_likely_to_recommend_clean_team;howmanyoppositesex;image_of_CTGtoilet;image_of_house;is_ctg_available;knowledge_of_toilet_sharing;landlord_residence;location_of_water_source;main_material_of_floor;main_material_of_roof;main_material_of_wall;male_<_5_years;male_>_1_8_years;male_5_1_8_years;management_of_children_feces;marital_status;mechanical_emptying;number_households_sharing;number_of_households;number_of_rooms;numeber_of_daily_toilet_usage;odour_control_agents_ash;odour_control_agents_baseline;odour_control_agents_chemicals;odour_control_agents_endline;odour_control_agents_other_baseline;odour_control_agents_other_endline;odour_control_agents_other_specify;odour_control_agents_ash;odour_control_baseline;odour_control_endline;pan_material;people_using_ctg;perception_about_neighborhood;pit_lining;pit_lining_other;presence_of_drain;presence_of_paved_road;presence_of_street_lights;primary_solidwaste_collection;random_wtp_1;random_wtp_2;random_wtp_3;rent_paid;safety_of_neighborhood;sanqol_assault;sanqol_assault_young;sanqol_cleanliness;sanqol_cleanliness_young;sanqol_convenience;sanqol_convenience_young;sanqol_cost;sanqol_cost_young;sanqol_disgust;sanqol_disgust_young;sanqol_health;sanqol_health_young;sanqol_privacy;sanqol_privacy_young;sanqol_proud;sanqol_proud_young;sanqol_safety;sanqol_safety_young;sanqol_shame;sanqol_shame_young;sanqol_smell;sanqol_smell_young;satisfaction_avoiding_unpleasant_odour;satisfaction_avoiding_unpleasant_odour_not_in_use;satisfaction_combine_duities_and_using_toilet;satisfaction_manage_menstrual_hygiene;satisfaction_towards_cost_of_latrine_usage;satisfaction_towards_ease_to_access;satisfaction_towards_ease_to_use;satisfaction_towards_privacy_of_toilet_use;satisfaction_towards_toilet_cleanliness;satisfaction_towards_toilet_uncomfortabity;selectrandomperson;sex_mainrespondent;sharing_of_toilet_baseline;sharing_of_toilet_endline;simserial;slab_material;slab_material_other;smell_reduction_system;smell_reduction_system_none;smell_reduction_system_other;smell_reduction_system_other_specify;smell_reduction_system_pipe;smell_reduction_system_simplecover;smell_reduction_system_waterseal;smell_reduction_system_window_or_vent;soap_for_handwashing;source_of_water_for_drinking;source_of_water_for_other_purposes;survey.start.time;time;time_to_access_toilet;time_to_get_water;toilet_door;toilet_location_baseline;toilet_location_ctg;toilet_on_compound_cant_use;toilet_public_usage_baseline;toilet_public_usage_endline;toilet_roof;toilet_scrubbedmopped_frequency;toilet_use_payment_option;toilet_use_payment_option_other;toilet_walls;type_of_toilet;type_of_toilet_001;type_of_toilet_other;type_of_toilet_other_001;urinate_or_defecate_at_night;urinate_or_defecate_at_night_use_ctg;use_non_ctg_toilet;vas1;vas2;vas3;vas4;wait_for_replacement_ctg;water_for_handwashing;why_not_observed;why_not_use_a_toilet;why_not_use_a_toilet_other;why_not_use_household_toilets;why_not_use_household_toilets_other;wtp_carrying;wtp_carrying_10;wtp_carrying_15;wtp_carrying_5;wtp_enclosure;wtp_enclosure_10;wtp_enclosure_15;wtp_enclosure_5;wtp_frequency;wtp_frequency_10;wtp_frequency_15;wtp_frequency_5;years_living_in_current_house;household_size;adults;kids;sanqol_assault_num;sanqol_cleanliness_num;sanqol_convenience_num;sanqol_cost_num;sanqol_disgust_num;sanqol_health_num;sanqol_privacy_num;sanqol_proud_num;sanqol_safety_num;sanqol_shame_num;sanqol_smell_num;satisfaction_towards_privacy_of_toilet_use_num;satisfaction_towards_toilet_cleanliness_num;satisfaction_combine_duities_and_using_toilet_num;sanqol_rawindex;sanqol_rawscore;cost_per_month_public_baseline
1;78029237;234;2019-12-14T10:18:51;e527933e-a84f-43be-88c0-32a513206f70;NA;Yes;47;NA;NA;NA;Several times a week;Yes;NA;NA;Kwadaso;NA;Yes;Waste collectors don't come early on day of waste collection;2;NA;NA;NA;NA;NA;Appears clean;0;1;0;0;NA;1;Friend Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads, lighting,  Employment;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Household meter connection;Self employee/Business;Yes;Worm infestation;No;NA;No;0;1;0;Charcoal;Yes;Yes;No;Primary (P 1-6);Rent;Would recommend;NA;1576159416342.jpg;1568905388608.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;1;0;All;Married;Yes;NA;11;1;NA;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;5;Yes;Don’t Know;NA;Yes;No;No;Stored at public place and collected b a company;3;1;1;80;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;3;3;4;3;3;3;3;3;3;NA;Female;Yes;No;8.92E+18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T14:01:08.095Z;1;10;10;Yes;On neighbor's compound;Inside the house in a room also used for other purposes;No;No;No;Yes;Once a day;None;NA;Yes;Flush or pour-flush toilet to pit latrine;NA;NA;NA;No, I use a bucket at night;Yes;No;7;3;8;5;1;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;5;3;2;1;0;1;1;0;1;1;1;1;1;1;1;3;3;3;0.666666667;10;NA
1;78030307;235;2019-12-14T10:30:26;79b324c5-e4a7-476f-a8c9-58899eb3f1b7;NA;Yes;39;NA;NA;NA;Several times a week;Yes;NA;NA;Kwadaso;NA;No;NA;2;NA;NA;100;NA;NA;Appears dirty;1;0;0;0;NA;1;Family member Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Solid waste management, lighting;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Self employee/Business;No;NA;No;NA;No;0;0;1;Charcoal;Yes;Yes;No;Junior Secondary (P 7-9);Rent;Would recommend;NA;1576319403504.jpg;1568908587919.jpg;NA;NA;Yes;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;0;1;All;Married;Yes;NA;13;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;5;Yes;Don’t Know;NA;Yes;Yes;Yes;Stored at public place and collected b a company;2;3;1;80;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;3;NA;NA;3;3;3;3;3;3;NA;Male;Yes;No;8.92E+18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T14:07:15.072Z;1;5;10;Yes;On neighbor's compound;Inside the house in a room also used for other purposes;No;No;No;Yes;Once a day;Other;When Desludge time is due;Yes;Flush or pour-flush toilet to pit latrine;NA;NA;NA;No, I use a bucket at night;Yes;No;8;4;7;4;2;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;10;3;2;1;0;1;1;0;1;1;1;1;1;1;1;3;3;NA;0.666666667;10;NA
1;78054496;236;2019-12-14T13:30:05;fac56abf-8172-4928-9413-f837bf1de567;NA;Yes;38;NA;NA;NA;Several times a week;Yes;NA;NA;Kwadaso;NA;No;NA;2;NA;NA;NA;NA;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;None;0;0;0;1;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Road, lighting;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Self employee/Business;No;NA;No;NA;No;0;0;1;Charcoal;Yes;Yes;No;Primary (P 1-6);Own;Would recommend;NA;1576159950833.jpg;1568912067744.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;No children <5 years present;Married;Yes;NA;5;1;NA;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;4;Yes;NA;NA;Yes;Yes;No;Stored at public place and collected b a company;1;3;1;NA;Yes;0;NA;2;NA;3;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;2;3;4;2;3;2;3;3;3;NA;Female;Yes;No;8.92E+18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T14:11:29.562Z;1;10;10;Yes;On neighbor's compound;Inside the house in a room also used for other purposes;No;No;No;Yes;Once a day;None;NA;Yes;Flush or pour-flush toilet to septic tank;NA;NA;NA;No, I use a bucket at night;Yes;No;8;4;7;5;1;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;7;2;2;0;0;1;0;0;1;1;1;1;1;1;1;3;3;3;0.666666667;10;NA
1;78060100;237;2019-12-14T14:18:19;b4820a4c-f9fe-45b2-b53c-c5fb00827ef2;NA;Yes;51;NA;NA;NA;Several times a week;Yes;NA;NA;Kwadaso;NA;No;NA;2;NA;NA;100;NA;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Neighbour Friend;0;1;1;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads, solid waste management;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Self employee/Business;No;NA;No;NA;No;1;2;2;Charcoal;Yes;Yes;No;Junior Secondary (P 7-9);Own;Would recommend;NA;1576160086708.jpg;1568914749411.jpg;NA;NA;NA;In own dwelling;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;1;1;All;Married;Yes;NA;9;3;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;NA;9;Yes;NA;NA;Yes;No;No;Stored at public place and collected b a company;1;3;1;NA;Yes;0;Never;2;Sometimes;2;Always;0;Never;2;Sometimes;2;Sometimes;2;Sometimes;2;Always;2;Sometimes;2;Sometimes;2;Sometimes;2;3;NA;NA;3;3;3;3;3;3;NA;Male;No;No;8.92E+18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Piped water, piped to public tap/standpipe;Piped water, piped into dwellings;2019-12-12T14:14:02.545Z;1;NA;5;Yes;In own compound;Inside the house in a room also used for other purposes;NA;No;No;Yes;Several times a week;Other;Per every Desludge;Yes;Flush or pour-flush toilet to septic tank;NA;NA;NA;Yes;Yes;No;9;4;8;5;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;19;8;6;2;0;1;1;0;1;1;1;1;1;1;1;3;3;NA;0.666666667;10;NA
1;78062140;239;2019-12-14T14:34:10;8860cffb-82e0-4daf-93dc-932cc175bb8f;NA;Yes;41;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;0;1;0;NA;1;Neighbour Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads, lighting, solid waste management;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Casual worker/piece work;No;NA;No;NA;No;0;0;1;Charcoal;Yes;Yes;No;Pre-primary;Own;Might recommend;NA;1576162033311.jpg;1568997835426.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;0;1;No children <5 years present;Married;Yes;NA;9;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;4;Yes;NA;NA;No;No;No;Stored at public place and collected b a company;1;2;3;NA;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;3;NA;2;NA;2;NA;2;NA;2;NA;2;2;4;4;2;3;3;2;3;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T14:46:20.707Z;1;10;10;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;8;5;7;4;0;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;11;3;2;1;0;1;1;0;1;1;0;1;1;1;1;2;3;4;0.733333333;11;90
1;78063080;240;2019-12-14T14:44:33;8ba286d9-4e31-4e01-ae5f-a0973c7129e7;NA;Yes;37;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;Yes;Waste collectors don't come on time;2;NA;NA;NA;0.5;NA;Appears clean;0;0;1;0;NA;1;Neighbour Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Lighting, Employment;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Casual worker/piece work;Yes;Worm infestation;No;NA;No;0;0;1;Charcoal;Yes;Yes;No;Pre-primary;Rent;Would recommend;NA;1576162159826.jpg;1568997216155.jpg;NA;NA;Yes;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);1;0;0;No children <5 years present;Married;Yes;NA;10;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;4;Yes;NA;NA;Yes;Yes;No;Stored at public place and collected b a company;2;3;3;70;Yes;0;NA;2;NA;3;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;2;3;4;3;3;3;3;3;2;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T14:47:46.926Z;1;15;10;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;8;4;8;5;1;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;9;2;1;1;0;1;0;0;1;1;1;1;1;1;1;3;3;3;0.666666667;10;60
1;78065021;242;2019-12-14T15:07:38;9e81c212-2b34-4820-a5f6-0c19d8d05b91;NA;Yes;49;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears clean;0;1;0;0;NA;1;Friend Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Roads, solid waste management;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Household meter connection;Self employee/Business;No;NA;No;NA;No;0;1;0;Charcoal;Yes;Yes;No;Pre-primary;Rent;Would recommend;NA;1576336044800.jpg;1568998679490.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;None;Married;Yes;NA;9;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;5;Yes;NA;NA;No;Yes;No;Stored at public place and collected b a company;3;2;3;70;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;3;3;4;2;3;4;2;3;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T15:10:56.411Z;1;15;10;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;4;8;4;5;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;10;2;2;0;0;1;1;0;1;1;1;1;1;1;1;2;3;3;0.666666667;10;60
1;78018857;232;2019-12-14T08:06:35;22b893ed-8af8-48ab-8e5d-3b584acf748f;NA;Yes;40;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;Yes;The procedure for monthly payments is quite cumbersome, I can't follow through;2;NA;NA;NA;0.5;NA;Appears dirty;0;1;0;0;NA;1;Friend Sales agent;0;None applicable;0;0;0;1;0;Friend;0;1;0;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Lighting, Roads,  solid waste management;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Household meter connection;Self employee/Business;No;NA;No;NA;No;0;0;0;Charcoal;Yes;Yes;No;Pre-primary;Rent;Might recommend;NA;1576158546440.jpg;1568997588862.jpg;NA;NA;No;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;1;No children <5 years present;Married;Yes;NA;11;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;4;Yes;NA;NA;Yes;Yes;No;Stored at public place and collected b a company;2;2;1;70;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;3;3;3;3;3;3;3;3;2;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;None;1;0;NA;0;0;0;0;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T13:47:02.352Z;1;10;10;Yes;Elsewhere;Inside the house in a room also used for other purposes;Yes;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;8;5;7;4;1;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;8;2;2;0;0;1;1;0;1;1;1;1;1;1;1;3;2;3;0.666666667;10;60
1;77986878;231;2019-12-13T20:00:50;a7c60b31-4fe0-4d5d-8133-df36d9611f7e;NA;Yes;43;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;Yes;Too much time waiting for waste collectors;2;NA;NA;NA;0.5;NA;Appears clean;0;0;0;0;NA;1;Sales agent;0;None applicable;0;0;0;1;0;Neighbour Friend;0;1;1;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment,  lighting;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Self employee/Business;Yes;When saw dust finishes before the Desludge is due;No;NA;No;0;1;1;Charcoal;Yes;Yes;No;Primary (P 1-6);Own;Would recommend;NA;1576266781704.jpg;1568997434508.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;No children <5 years present;Married;Yes;NA;11;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;5;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;2;3;1;NA;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;NA;2;3;4;4;3;3;3;3;3;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T13:44:47.251Z;1;10;10;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;4;8;4;1;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;14;3;3;0;0;1;1;0;1;1;1;1;1;1;1;3;3;4;0.666666667;10;90
1;77958529;228;2019-12-13T15:31:19;1dab4552-f250-4546-8bb0-2c88bf923e57;NA;No;46;NA;No;No;Several times a week;Yes;Appears clean;Appears clean;Kwadaso;NA;No;NA;2;NA;NA;NA;0.5;NA;NA;0;0;1;0;NA;1;Neighbour Sales agent;0;NA;NA;NA;NA;NA;NA;None;0;0;0;1;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Solid waste management, lighting;3.60E+14;NA;Kwadaso Municipal;NA;NA;Shared meter connection;Casual worker/piece work;Yes;When the replacement containers don't come clean enough;No;NA;No;0;1;0;Charcoal;Yes;Yes;NA;Junior Secondary (P 7-9);Own;Would recommend;NA;NA;1568996786642.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;1;0;No children <5 years present;Married;Yes;NA;10;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;3;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;2;2;2;NA;Yes;0;NA;2;NA;3;NA;0;NA;2;NA;2;NA;2;NA;3;NA;2;NA;3;NA;2;NA;2;2;3;3;3;3;2;3;3;2;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;NA;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T13:39:43.949Z;1;10;10;NA;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;NA;More than once a day;Per use;NA;NA;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;4;8;5;5;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;11;2;2;0;0;1;0;0;1;1;1;0;1;0;1;3;3;3;0.733333333;11;60
1;77962873;229;2019-12-13T16:03:40;8af1fc2c-45ef-41fb-990f-ae62a3d0b86b;NA;Yes;39;NA;No;No;Twice a week;Yes;Appears clean;Appears clean;Kwadaso;NA;No;NA;2;NA;NA;NA;0.5;NA;Appears dirty;0;0;1;0;NA;1;Neighbour Sales agent;0;None applicable;0;0;0;1;0;Neighbour;0;0;1;0;0;NA;Yes;Yes;12.12.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Employment, solid waste management;3.60E+14;NA;Kwadaso Municipal;Yes;Yes;Shared meter connection;Formal employee (Private);Yes;Worm infestation;No;NA;No;0;0;1;Charcoal;Yes;Yes;No;Post-primary training (e.g. vocational, trailoring, masonry);Own;Would recommend;NA;1576252995577.jpg;1568996402714.jpg;NA;NA;NA;Elsewhere;Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo/iron sheets);Finished (parquet/polished wood/tiles/cement/carpet/terrazzo);0;0;1;Don't Know;Married;Yes;NA;12;1;2;0;Chemicals;1;Sawdust Chemicals;NA;0;NA;1;Yes;Yes;other;3;Yes;NA;NA;Yes;Yes;Yes;Stored at public place and collected b a company;2;1;1;NA;Yes;0;NA;2;NA;2;NA;0;NA;2;NA;2;NA;3;NA;2;NA;2;NA;2;NA;2;NA;3;3;3;4;3;3;3;4;3;3;NA;Female;Yes;No;8.92E+18;Concrete;NA;Water seal/Flushing toilet Pipe ventilation Window/Vent holes;0;0;NA;1;0;1;1;No;Piped water, piped to public tap/standpipe;Piped water, piped to public tap/standpipe;2019-12-12T13:36:31.290Z;1;10;5;Yes;Elsewhere;Inside the house in a room also used for other purposes;No;Yes;No;Yes;More than once a day;Per use;NA;Yes;Flush or pour-flush toilet to septic tank;Flush or pour-flush toilet to septic tank;NA;NA;No, I use a bucket at night;Yes;No;9;5;8;4;3;No;NA;NA;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;No;NA;NA;NA;15;2;2;0;0;1;1;0;1;1;0;1;1;1;1;4;3;3;0.733333333;11;60
